"GENE.NAME","Gene.name","Level","Reliability","conservative","liberal"
"10","NAT2","Low","Uncertain",-1,0
"100","ADA","Not detected","Enhanced",-1,-1
"10005","ACOT8","Medium","Approved",1,1
"10007","GNPDA1","Medium","Uncertain",1,1
"100129518","LOC100129518",NA,NA,-1,-1
"100137049","PLA2G4B",NA,NA,-1,-1
"10020","GNE","Medium","Approved",1,1
"10026","PIGK",NA,NA,-1,-1
"100302263","MIR1908",NA,NA,-1,-1
"10038","PARP2","Not detected","Approved",-1,-1
"10039","PARP3","High","Supported",2,2
"10050","SLC17A4","Low","Approved",-1,0
"100507855","LOC100507855",NA,NA,-1,-1
"100509620","LOC100509620",NA,NA,-1,-1
"100526760","ABHD14A-ACY1","Not detected","Approved",-1,-1
"100526794","NT5C1B-RDH14",NA,NA,-1,-1
"100526830","SLX1A-SULT1A3",NA,NA,-1,-1
"100526832","PHOSPHO2-KLHL23",NA,NA,-1,-1
"100526835","FPGT-TNNI3K",NA,NA,-1,-1
"100529261","CHURC1-FNTB",NA,NA,-1,-1
"10056","FARSB","Medium","Enhanced",1,1
"10057","ABCC5","Medium","Uncertain",1,1
"10058","ABCB6","Medium","Approved",1,1
"100861540","CYP3A7-CYP3AP1",NA,NA,-1,-1
"10087","COL4A3BP","Not detected","Uncertain",-1,-1
"10090","UST","Medium","Approved",1,1
"100996643","LOC100996643",NA,NA,-1,-1
"100996939","PYURF","Medium","Uncertain",1,1
"101060521","LOC101060521",NA,NA,-1,-1
"10130","PDIA6","Low","Enhanced",-1,0
"10134","BCAP31","Not detected","Enhanced",-1,-1
"10135","NAMPT","Not detected","Approved",-1,-1
"10157","AASS","Medium","Enhanced",1,1
"10162","LPCAT3",NA,NA,-1,-1
"10164","CHST4","Not detected","Enhanced",-1,-1
"10165","SLC25A13","Medium","Approved",1,1
"10166","SLC25A15","Medium","Approved",1,1
"10170","DHRS9","Medium","Approved",1,1
"10171","RCL1",NA,NA,-1,-1
"101927705","LOC101927705",NA,NA,-1,-1
"101928195","LOC101928195",NA,NA,-1,-1
"101928635","LOC101928635",NA,NA,-1,-1
"101929583","LOC101929583",NA,NA,-1,-1
"101929829","LOC101929829",NA,NA,-1,-1
"101929857","LOC101929857",NA,NA,-1,-1
"101929880","LOC101929880",NA,NA,-1,-1
"101930168","LOC101930168",NA,NA,-1,-1
"10195","ALG3","Not detected","Approved",-1,-1
"10201","NME6","Low","Approved",-1,0
"102157402","AK6","Low","Supported",-1,0
"10226","PLIN3","Low","Uncertain",-1,0
"10229","COQ7","Medium","Approved",1,1
"10243","GPHN","Not detected","Enhanced",-1,-1
"10246","SLC17A2",NA,NA,-1,-1
"10249","GLYAT","Not detected","Enhanced",-1,-1
"10257","ABCC4","Not detected","Enhanced",-1,-1
"10269","ZMPSTE24","Medium","Approved",1,1
"10295","BCKDK","Not detected","Supported",-1,-1
"10312","TCIRG1","Medium","Approved",1,1
"10317","B3GALT5","Not detected","Approved",-1,-1
"10321","CRISP3","Not detected","Supported",-1,-1
"10327","AKR1A1","Not detected","Approved",-1,-1
"10331","B3GNT3","Not detected","Enhanced",-1,-1
"10352","WARS2","Medium","Enhanced",1,1
"1036","CDO1","Not detected","Enhanced",-1,-1
"10380","BPNT1","Medium","Approved",1,1
"10390","CEPT1",NA,NA,-1,-1
"1040","CDS1","Medium","Enhanced",1,1
"10400","PEMT","Medium","Approved",1,1
"10402","ST3GAL6","Medium","Approved",1,1
"10423","CDIPT","Medium","Approved",1,1
"10434","LYPLA1","Low","Enhanced",-1,0
"10449","ACAA2","Medium","Enhanced",1,1
"10455","ECI2","Medium","Enhanced",1,1
"10476","ATP5H","High","Enhanced",2,2
"10478","SLC25A17","Medium","Approved",1,1
"10514","MYBBP1A","Not detected","Supported",-1,-1
"10554","AGPAT1","Medium","Approved",1,1
"10555","AGPAT2","Medium","Uncertain",1,1
"10558","SPTLC1","Low","Supported",-1,0
"10559","SLC35A1",NA,NA,-1,-1
"1056","CEL","Not detected","Enhanced",-1,-1
"10560","SLC19A2","Medium","Uncertain",1,1
"10568","SLC34A2","Not detected","Enhanced",-1,-1
"10585","POMT1",NA,NA,-1,-1
"10587","TXNRD2","Not detected","Supported",-1,-1
"10588","MTHFS","Low","Approved",-1,0
"10599","SLCO1B1","Not detected","Supported",-1,-1
"10606","PAICS","Low","Uncertain",-1,0
"10610","ST6GALNAC2",NA,NA,-1,-1
"10621","POLR3F","Medium","Uncertain",1,1
"10622","POLR3G","Not detected","Enhanced",-1,-1
"10623","POLR3C","Low","Uncertain",-1,0
"10632","ATP5L","High","Approved",2,2
"10637","LEFTY1","Not detected","Approved",-1,-1
"10654","PMVK","Medium","Approved",1,1
"1066","CES1","Not detected","Enhanced",-1,-1
"10667","FARS2","Medium","Approved",1,1
"10678","B3GNT2","Low","Approved",-1,0
"10682","EBP","Not detected","Approved",-1,-1
"10690","FUT9",NA,NA,-1,-1
"107","ADCY1",NA,NA,-1,-1
"10714","POLD3","Low","Enhanced",-1,0
"10715","CERS1","Not detected","Approved",-1,-1
"10721","POLQ",NA,NA,-1,-1
"10723","SLC12A7","Low","Approved",-1,0
"10728","PTGES3","Not detected","Enhanced",-1,-1
"10768","AHCYL1","Not detected","Approved",-1,-1
"10786","SLC17A3",NA,NA,-1,-1
"10797","MTHFD2","Not detected","Approved",-1,-1
"108","ADCY2","Not detected","Approved",-1,-1
"10809","STARD10","High","Uncertain",2,2
"10826","FAXDC2",NA,NA,-1,-1
"10840","ALDH1L1","Low","Enhanced",-1,0
"10841","FTCD","Not detected","Enhanced",-1,-1
"10855","HPSE",NA,NA,-1,-1
"10858","CYP46A1",NA,NA,-1,-1
"10861","SLC26A1","Not detected","Uncertain",-1,-1
"10864","SLC22A7","Not detected","Approved",-1,-1
"10873","ME3","Medium","Approved",1,1
"109","ADCY3","Medium","Approved",1,1
"10901","DHRS4","Not detected","Uncertain",-1,-1
"10905","MAN1A2","Medium","Enhanced",1,1
"10908","PNPLA6","High","Uncertain",2,2
"10914","PAPOLA","Medium","Supported",1,1
"10948","STARD3","High","Uncertain",2,2
"10954","PDIA5","Not detected","Enhanced",-1,-1
"10965","ACOT2","Medium","Enhanced",1,1
"10991","SLC38A3",NA,NA,-1,-1
"10993","SDS","Medium","Uncertain",1,1
"10998","SLC27A5","Not detected","Enhanced",-1,-1
"10999","SLC27A4","Low","Approved",-1,0
"11000","SLC27A3","Medium","Uncertain",1,1
"11001","SLC27A2","Not detected","Enhanced",-1,-1
"11019","LIAS","Low","Approved",-1,0
"1103","CHAT","Not detected","Supported",-1,-1
"11041","B3GNT1",NA,NA,-1,-1
"11044","PAPD7","High","Enhanced",2,2
"11046","SLC35D2","Medium","Approved",1,1
"1109","AKR1C4","Medium","Uncertain",1,1
"111","ADCY5",NA,NA,-1,-1
"11101","ATE1","Medium","Approved",1,1
"11102","RPP14",NA,NA,-1,-1
"11112","HIBADH","High","Enhanced",2,2
"11128","POLR3A",NA,NA,-1,-1
"11136","SLC7A9","Not detected","Enhanced",-1,-1
"11145","PLA2G16",NA,NA,-1,-1
"1116","CHI3L1",NA,NA,-1,-1
"11163","NUDT4","High","Approved",2,2
"11164","NUDT5","Not detected","Approved",-1,-1
"11165","NUDT3","Not detected","Uncertain",-1,-1
"1118","CHIT1","Low","Approved",-1,0
"11181","TREH","Not detected","Enhanced",-1,-1
"11182","SLC2A6","Not detected","Uncertain",-1,-1
"11185","INMT",NA,NA,-1,-1
"1119","CHKA","Medium","Approved",1,1
"112","ADCY6","Medium","Approved",1,1
"1120","CHKB","Medium","Approved",1,1
"11201","POLI","Low","Enhanced",-1,0
"11212","PROSC","Medium","Approved",1,1
"11219","TREX2","Low","Uncertain",-1,0
"11232","POLG2","Not detected","Approved",-1,-1
"11238","CA5B","Not detected","Uncertain",-1,-1
"11240","PADI2","Not detected","Enhanced",-1,-1
"112476","PRRT2","Not detected","Enhanced",-1,-1
"112483","SAT2","Not detected","Enhanced",-1,-1
"11253","MAN1B1","Low","Approved",-1,0
"11254","SLC6A14","Not detected","Uncertain",-1,-1
"112611","RWDD2A","Medium","Uncertain",1,1
"11277","TREX1","Medium","Supported",1,1
"112817","HOGA1","Medium","Approved",1,1
"11282","MGAT4B","Low","Uncertain",-1,0
"11283","CYP4F8","Not detected","Approved",-1,-1
"11284","PNKP","Low","Supported",-1,0
"11285","B4GALT7","High","Supported",2,2
"113","ADCY7","Medium","Uncertain",1,1
"113026","PLCD3","Medium","Approved",1,1
"11309","SLCO2B1","Medium","Uncertain",1,1
"11316","COPE","Not detected","Supported",-1,-1
"113189","CHST14","Not detected","Approved",-1,-1
"11320","MGAT4A","Low","Enhanced",-1,0
"113235","SLC46A1","Low","Approved",-1,0
"11332","ACOT7","Low","Enhanced",-1,0
"11343","MGLL","Not detected","Enhanced",-1,-1
"113451","AZIN2",NA,NA,-1,-1
"113452","TMEM54",NA,NA,-1,-1
"113612","CYP2U1","Medium","Uncertain",1,1
"113675","SDSL","High","Approved",2,2
"114","ADCY8","Medium","Supported",1,1
"114112","TXNRD3","Not detected","Uncertain",-1,-1
"114134","SLC2A13","Medium","Approved",1,1
"114571","SLC22A9",NA,NA,-1,-1
"114770","PGLYRP2","Medium","Approved",1,1
"114771","PGLYRP3",NA,NA,-1,-1
"1149","CIDEA",NA,NA,-1,-1
"115","ADCY9","Not detected","Approved",-1,-1
"115019","SLC26A9","Not detected","Enhanced",-1,-1
"115024","NT5C3B","Medium","Approved",1,1
"115111","SLC26A7",NA,NA,-1,-1
"1152","CKB","Low","Enhanced",-1,0
"115286","SLC25A26","Medium","Enhanced",1,1
"1155","TBCB","Low","Approved",-1,0
"115584","SLC5A11",NA,NA,-1,-1
"1158","CKM","High","Enhanced",2,2
"1159","CKMT1B","Not detected","Uncertain",-1,-1
"1160","CKMT2","High","Enhanced",2,2
"116085","SLC22A12","Not detected","Enhanced",-1,-1
"116179","TGM7",NA,NA,-1,-1
"116255","MOGAT1",NA,NA,-1,-1
"116285","ACSM1",NA,NA,-1,-1
"116369","SLC26A8","Not detected","Enhanced",-1,-1
"116519","APOA5",NA,NA,-1,-1
"116969","ART5",NA,NA,-1,-1
"117247","SLC16A10","High","Approved",2,2
"117283","IP6K3","Medium","Approved",1,1
"119391","GSTO2","Not detected","Approved",-1,-1
"119548","PNLIPRP3",NA,NA,-1,-1
"1200","TPP1","High","Enhanced",2,2
"120103","SLC36A4","Medium","Enhanced",1,1
"120227","CYP2R1","High","Approved",2,2
"1208","CLPS","Not detected","Enhanced",-1,-1
"121278","TPH2","Not detected","Enhanced",-1,-1
"1215","CMA1","Not detected","Enhanced",-1,-1
"122481","AK7","Not detected","Enhanced",-1,-1
"122618","PLD4","Low","Approved",-1,0
"122622","ADSSL1",NA,NA,-1,-1
"122830","NAA30",NA,NA,-1,-1
"122970","ACOT4","Not detected","Enhanced",-1,-1
"123","PLIN2","Not detected","Supported",-1,-1
"123041","SLC24A4",NA,NA,-1,-1
"123096","SLC25A29",NA,NA,-1,-1
"123099","DEGS2",NA,NA,-1,-1
"123263","MTFMT","Medium","Uncertain",1,1
"123264","SLC51B","Not detected","Enhanced",-1,-1
"123283","TARSL2","Medium","Approved",1,1
"123688","HYKK","Medium","Approved",1,1
"123745","PLA2G4E","Not detected","Enhanced",-1,-1
"123803","NTAN1",NA,NA,-1,-1
"123876","ACSM2A","Not detected","Supported",-1,-1
"124","ADH1A","Not detected","Enhanced",-1,-1
"1244","ABCC2","Not detected","Enhanced",-1,-1
"124454","EARS2","High","Approved",2,2
"124583","CANT1","Medium","Enhanced",1,1
"124637","CYB5D1","Medium","Uncertain",1,1
"124935","SLC43A2","Not detected","Enhanced",-1,-1
"124975","GGT6","Medium","Approved",1,1
"125","ADH1B","Low","Supported",-1,0
"125061","AFMID","Not detected","Uncertain",-1,-1
"125206","SLC5A10",NA,NA,-1,-1
"125965","COX6B2",NA,NA,-1,-1
"125981","ACER1",NA,NA,-1,-1
"126","ADH1C","Low","Supported",-1,0
"126129","CPT1C","Not detected","Approved",-1,-1
"126410","CYP4F22",NA,NA,-1,-1
"1267","CNP","Not detected","Enhanced",-1,-1
"126792","B3GALT6",NA,NA,-1,-1
"126969","SLC44A3","Low","Enhanced",-1,0
"127","ADH4","Not detected","Enhanced",-1,-1
"127124","ATP6V1G3","Not detected","Enhanced",-1,-1
"128","ADH5","Medium","Approved",1,1
"128486","FITM2",NA,NA,-1,-1
"128869","PIGU","Not detected","Uncertain",-1,-1
"129607","CMPK2","Low","Approved",-1,0
"129642","MBOAT2","Medium","Uncertain",1,1
"13","AADAC","Not detected","Approved",-1,-1
"130","ADH6","Not detected","Enhanced",-1,-1
"130013","ACMSD","Not detected","Enhanced",-1,-1
"130367","SGPP2",NA,NA,-1,-1
"130589","GALM","Not detected","Enhanced",-1,-1
"130752","MDH1B","Not detected","Approved",-1,-1
"131","ADH7","Not detected","Enhanced",-1,-1
"1312","COMT","Not detected","Enhanced",-1,-1
"1314","COPA","High","Supported",2,2
"1315","COPB1","Medium","Supported",1,1
"131669","UROC1","Not detected","Enhanced",-1,-1
"1317","SLC31A1","Medium","Approved",1,1
"131890","GRK7",NA,NA,-1,-1
"132","ADK","Low","Approved",-1,0
"132158","GLYCTK","High","Approved",2,2
"1327","COX4I1","High","Supported",2,2
"132789","GNPDA2","Medium","Uncertain",1,1
"1329","COX5B","High","Supported",2,2
"133121","ENPP6","Not detected","Approved",-1,-1
"133686","NADK2","Low","Enhanced",-1,0
"1337","COX6A1","Medium","Approved",1,1
"1339","COX6A2",NA,NA,-1,-1
"1340","COX6B1","High","Enhanced",2,2
"134429","STARD4","High","Approved",2,2
"1345","COX6C","High","Enhanced",2,2
"134526","ACOT12",NA,NA,-1,-1
"135152","B3GAT2",NA,NA,-1,-1
"1352","COX10","Medium","Supported",1,1
"1356","CP","Not detected","Supported",-1,-1
"1357","CPA1","Not detected","Enhanced",-1,-1
"1358","CPA2","Not detected","Enhanced",-1,-1
"1359","CPA3","Not detected","Enhanced",-1,-1
"1371","CPOX",NA,NA,-1,-1
"1373","CPS1","Not detected","Enhanced",-1,-1
"137362","GOT1L1",NA,NA,-1,-1
"1374","CPT1A","Medium","Enhanced",1,1
"1375","CPT1B","High","Approved",2,2
"1376","CPT2","Medium","Enhanced",1,1
"137872","ADHFE1","Not detected","Enhanced",-1,-1
"137902","PXDNL",NA,NA,-1,-1
"137964","AGPAT6",NA,NA,-1,-1
"138050","HGSNAT","High","Approved",2,2
"1384","CRAT","Medium","Enhanced",1,1
"138428","PTRH1","Medium","Uncertain",1,1
"138429","PIP5KL1",NA,NA,-1,-1
"138639","PTPDC1","Medium","Uncertain",1,1
"139189","DGKK",NA,NA,-1,-1
"139596","UPRT",NA,NA,-1,-1
"139728","PNCK","Medium","Approved",1,1
"140679","SLC32A1","Not detected","Enhanced",-1,-1
"140733","MACROD2","Medium","Enhanced",1,1
"140838","NANP",NA,NA,-1,-1
"141","ADPRH","Not detected","Approved",-1,-1
"142","PARP1","Medium","Supported",1,1
"142680","SLC34A3","Not detected","Enhanced",-1,-1
"142689","ASB12",NA,NA,-1,-1
"1429","CRYZ","Medium","Approved",1,1
"143","PARP4","Medium","Approved",1,1
"1431","CS","High","Enhanced",2,2
"144193","AMDHD1","Not detected","Uncertain",-1,-1
"144195","SLC2A14","Not detected","Supported",-1,-1
"144245","ALG10B","Medium","Approved",1,1
"145226","RDH12",NA,NA,-1,-1
"1455","CSNK1G2","Low","Uncertain",-1,0
"145553","MDP1","Not detected","Uncertain",-1,-1
"146712","B3GNTL1","Medium","Supported",1,1
"1468","SLC25A10","Medium","Supported",1,1
"146802","SLC47A2",NA,NA,-1,-1
"147323","STARD6",NA,NA,-1,-1
"148867","SLC30A7","Medium","Uncertain",1,1
"1490","CTGF","Not detected","Approved",-1,-1
"1491","CTH","Not detected","Enhanced",-1,-1
"15","AANAT",NA,NA,-1,-1
"1503","CTPS1","Low","Enhanced",-1,0
"150465","TTL",NA,NA,-1,-1
"150763","GPAT2","Medium","Uncertain",1,1
"151056","PLB1",NA,NA,-1,-1
"151230","KLHL23",NA,NA,-1,-1
"151531","UPP2",NA,NA,-1,-1
"151742","PPM1L","High","Approved",2,2
"153201","SLC36A2","Not detected","Enhanced",-1,-1
"1537","CYC1","High","Supported",2,2
"154091","SLC2A12","Not detected","Approved",-1,-1
"154141","MBOAT1",NA,NA,-1,-1
"1543","CYP1A1","Low","Uncertain",-1,0
"1544","CYP1A2","Not detected","Enhanced",-1,-1
"1545","CYP1B1","Medium","Approved",1,1
"1548","CYP2A6","Not detected","Supported",-1,-1
"1549","CYP2A7","Not detected","Enhanced",-1,-1
"155066","ATP6V0E2",NA,NA,-1,-1
"1551","CYP3A7",NA,NA,-1,-1
"155184","SLC2A7",NA,NA,-1,-1
"1553","CYP2A13","Not detected","Supported",-1,-1
"1555","CYP2B6","Low","Supported",-1,0
"1557","CYP2C19","Not detected","Supported",-1,-1
"1558","CYP2C8","Not detected","Enhanced",-1,-1
"1559","CYP2C9","Not detected","Enhanced",-1,-1
"156","ADRBK1",NA,NA,-1,-1
"1562","CYP2C18",NA,NA,-1,-1
"1565","CYP2D6","Not detected","Enhanced",-1,-1
"157","ADRBK2",NA,NA,-1,-1
"1571","CYP2E1","Not detected","Enhanced",-1,-1
"1572","CYP2F1",NA,NA,-1,-1
"1573","CYP2J2",NA,NA,-1,-1
"157506","RDH10",NA,NA,-1,-1
"1576","CYP3A4","Not detected","Enhanced",-1,-1
"1577","CYP3A5",NA,NA,-1,-1
"1579","CYP4A11",NA,NA,-1,-1
"158","ADSL","Medium","Enhanced",1,1
"1580","CYP4B1","Not detected","Approved",-1,-1
"158067","AK8","Low","Enhanced",-1,0
"1581","CYP7A1",NA,NA,-1,-1
"1582","CYP8B1",NA,NA,-1,-1
"1583","CYP11A1","Not detected","Enhanced",-1,-1
"1584","CYP11B1","Not detected","Supported",-1,-1
"1585","CYP11B2","Not detected","Supported",-1,-1
"1586","CYP17A1","Not detected","Enhanced",-1,-1
"1588","CYP19A1","Not detected","Enhanced",-1,-1
"158833","AWAT1","Not detected","Supported",-1,-1
"158835","AWAT2","Not detected","Approved",-1,-1
"1589","CYP21A2","Not detected","Enhanced",-1,-1
"159","ADSS","Not detected","Enhanced",-1,-1
"1591","CYP24A1","Not detected","Enhanced",-1,-1
"1592","CYP26A1",NA,NA,-1,-1
"1593","CYP27A1","Medium","Enhanced",1,1
"1594","CYP27B1",NA,NA,-1,-1
"1595","CYP51A1","Not detected","Enhanced",-1,-1
"159963","SLC5A12","Not detected","Enhanced",-1,-1
"16","AARS","Low","Supported",-1,0
"160287","LDHAL6A",NA,NA,-1,-1
"1603","DAD1","Medium","Uncertain",1,1
"160428","ALDH1L2",NA,NA,-1,-1
"1606","DGKA","Low","Approved",-1,0
"1607","DGKB",NA,NA,-1,-1
"160728","SLC5A8",NA,NA,-1,-1
"1608","DGKG","Low","Approved",-1,0
"160851","DGKH","High","Uncertain",2,2
"1609","DGKQ","Medium","Uncertain",1,1
"1610","DAO","Not detected","Enhanced",-1,-1
"161247","FITM1","High","Uncertain",2,2
"1615","DARS","Not detected","Enhanced",-1,-1
"1621","DBH","Not detected","Enhanced",-1,-1
"1622","DBI","Medium","Approved",1,1
"162417","NAGS",NA,NA,-1,-1
"162466","PHOSPHO1",NA,NA,-1,-1
"1628","DBP",NA,NA,-1,-1
"1629","DBT","Medium","Enhanced",1,1
"1632","ECI1","High","Enhanced",2,2
"1633","DCK","Not detected","Approved",-1,-1
"163404","LPPR5",NA,NA,-1,-1
"1635","DCTD","Medium","Approved",1,1
"1636","ACE","Not detected","Enhanced",-1,-1
"1638","DCT","Not detected","Enhanced",-1,-1
"1644","DDC","Not detected","Enhanced",-1,-1
"1645","AKR1C1","Low","Uncertain",-1,0
"1650","DDOST","Low","Supported",-1,0
"165631","PARP15",NA,NA,-1,-1
"166012","CHST13",NA,NA,-1,-1
"1666","DECR1","High","Enhanced",2,2
"166785","MMAA","Medium","Approved",1,1
"166929","SGMS2","Medium","Enhanced",1,1
"167153","PAPD4",NA,NA,-1,-1
"169355","IDO2",NA,NA,-1,-1
"170685","NUDT10","Low","Approved",-1,0
"171425","CLYBL","High","Enhanced",2,2
"171568","POLR3H","Medium","Approved",1,1
"1716","DGUOK","Low","Approved",-1,0
"1717","DHCR7","Low","Approved",-1,0
"1718","DHCR24","Not detected","Approved",-1,-1
"1719","DHFR","Medium","Uncertain",1,1
"1723","DHODH","Medium","Approved",1,1
"1725","DHPS","Low","Approved",-1,0
"1727","CYB5R3","Medium","Approved",1,1
"1728","NQO1","Not detected","Enhanced",-1,-1
"1733","DIO1",NA,NA,-1,-1
"1734","DIO2",NA,NA,-1,-1
"1735","DIO3",NA,NA,-1,-1
"1737","DLAT","Medium","Enhanced",1,1
"1738","DLD","High","Enhanced",2,2
"1743","DLST","Medium","Supported",1,1
"1748","DLX4",NA,NA,-1,-1
"175","AGA","Medium","Enhanced",1,1
"1757","SARDH","Medium","Approved",1,1
"178","AGL","High","Approved",2,2
"1786","DNMT1","Not detected","Enhanced",-1,-1
"1787","TRDMT1","High","Approved",2,2
"1788","DNMT3A","Medium","Approved",1,1
"1789","DNMT3B","Not detected","Enhanced",-1,-1
"1798","DPAGT1","High","Approved",2,2
"18","ABAT","Not detected","Enhanced",-1,-1
"1800","DPEP1","Not detected","Enhanced",-1,-1
"1806","DPYD","Not detected","Uncertain",-1,-1
"1807","DPYS","Not detected","Enhanced",-1,-1
"1808","DPYSL2","Not detected","Supported",-1,-1
"1809","DPYSL3","Not detected","Approved",-1,-1
